GeneSymbol,GeneName,logFC,AveExpr,t.stat,p.value,adj.p.val,Regulation
SMARCAD1,SNF2 related chromatin remodeling ATPase with DExD box 1,-0.0209939086345991,5.66903226934143,-1.68798098233961,0.0916087718107113,0.172435919442544,Down
LOC642131,immunoglobulin IGHV1OR15-3-like pseudogene,0.0626322963003725,-2.88173580217797,0.983655368213948,0.325432950554135,0.476895408771749,Up
VEPH1,ventricular zone expressed PH domain containing 1,-0.111579912924493,0.17581039753984,-1.28959303970039,0.197377421156029,0.322433344483894,Down
TRIM24,tripartite motif containing 24,-0.0325700028363415,4.84897980738933,-1.65049521368683,0.0990369533904234,0.183661238482613,Down
PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,-0.0344309894667415,5.43262923824437,-1.67758785846684,0.0936218995660635,0.175604054556915,Down
LOC105369393,,-0.0841308426697258,-1.60997554289989,-1.10711131692223,0.268411368595358,0.410668559597871,Down
LOC100129617,uncharacterized LOC100129617,-0.0538798707159138,0.259088392106306,-1.29533488544714,0.195390636299717,0.319863443297685,Down
LOC105379385,uncharacterized LOC105379385,0.0715717494758341,-2.88834836186022,0.982363250572224,0.326068685694033,0.47756297444256,Up
F10-AS1,F10 antisense RNA 1,0.0626358441107489,-5.41460414367135,1.39470639551166,0.163297004752923,0.276760765254212,Up
TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1,0.0634801724998235,-1.32592586484505,1.12830372915904,0.259359961147133,0.40000618190159,Up
LINC00305,long intergenic non-protein coding RNA 305,0.0397043472310928,-5.6956497404833,1.43971467011671,0.150142761647804,0.258403836821711,Up
HUS1B,HUS1 checkpoint clamp component B,-0.0623783805681343,-1.7065751959904,-1.09513334196923,0.273622205171539,0.416907787440874,Down
C1orf105,chromosome 1 open reading frame 105,-0.0351834591986487,0.327325590813731,-1.30114208483636,0.193396205804021,0.317259050941097,Down
CFAP95,cilia and flagella associated protein 95,-0.0979102497161803,-4.36364474331093,-1.12646540137623,0.260136636827757,0.400933793304561,Down
LOC102724744,uncharacterized LOC102724744,-0.0795039511860664,-5.04573790558094,-1.29196669723423,0.196554304597952,0.321368695671177,Down
OGFRP1,opioid growth factor receptor pseudogene 1,-0.0441234834269305,-0.715858267376655,-1.19449431766447,0.232460802701744,0.367094920424291,Down
RWDD1,RWD domain containing 1,-0.0246027576352932,4.71318120792187,-1.64299380792538,0.100579698510078,0.186066535519513,Down
LOC100288570,glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast) pseudogene,0.112361275346281,-2.91416827225958,0.978248918542551,0.328098358230561,0.479615880516388,Up
ACCS,1-aminocyclopropane-1-carboxylate synthase homolog (inactive),-0.0629562097134145,3.48704052227518,-1.57480316369779,0.115498574489251,0.208560573653524,Down
LOC101927166,uncharacterized LOC101927166,0.0792407254324155,-4.93725014286486,1.28238699648315,0.199891736204841,0.325688872769633,Up
CENPT,centromere protein T,0.0753424495507729,3.81778914854583,1.59155683971814,0.111680844615204,0.202923027897572,Up
LOC105374260,uncharacterized LOC105374260,-0.0610628373462435,-5.44585498471623,-1.38877031833101,0.165094899071546,0.279087139734736,Down
LOC101928516,uncharacterized LOC101928516,0.0605691559865124,-5.46368847503573,1.40293159817624,0.160830262753763,0.273459232542932,Up
LINC02474,long intergenic non-protein coding RNA 2474,0.0535334989037015,-5.60092786656543,1.42576023111992,0.154131630847908,0.2639766472214,Up
DPP4,dipeptidyl peptidase 4,-0.171073017179647,6.77867747876766,-1.73481404639961,0.082965336558507,0.158808181047483,Down
CDIP1,cell death inducing p53 target 1,0.0730931284776604,3.30126331435705,1.55734115779831,0.119586265432905,0.214417776407543,Up
TRAJ53,T cell receptor alpha joining 53,-0.0810067815369817,-4.28114957057395,-1.10907747037726,0.267562585530249,0.409688301751404,Down
VPS28,VPS28 subunit of ESCRT-I,-0.0372572859023764,5.77337455560604,-1.69073327553569,0.0910815307343707,0.171665056203168,Down
LOC105378149,zinc finger protein 227-like,0.0780984766249493,-4.32712379132111,1.13553405871826,0.256320819565531,0.396686263066948,Up
FAM230E,family with sequence similarity 230 member E,0.0528451562548725,-5.58983302867166,1.42284783221202,0.154974215260705,0.265177503046476,Up
MIR3124,microRNA 3124,0.0623978556262212,-1.90388985040178,1.06844338374628,0.285480904697887,0.430775861405787,Up
OTOP3,otopetrin 3,-0.169583759434737,0.425400027031589,-1.31540002554273,0.188563000528612,0.310891491926084,Down
LOC105373953,uncharacterized LOC105373953,-0.0783596098203685,-4.30652069075307,-1.11267849835999,0.266012824388621,0.407918100051653,Down
AP3S2,adaptor related protein complex 3 subunit sigma 2,-0.0531974920818911,5.10230390123332,-1.66023556230197,0.0970620205010311,0.180747165608812,Down
KHK,ketohexokinase,0.213936933257505,3.89165598486609,1.59049591515167,0.111919608589824,0.203256816290926,Up
OR13C2,olfactory receptor family 13 subfamily C member 2,-0.0457438076209456,-5.61196851236901,-1.41921022501914,0.156031521126532,0.266766409442851,Down
ARHGAP27P1-BPTFP1-KPNA2P3,"ARHGAP27P1-BPTFP1-KPNA2P3 readthrough, transcribed pseudogene",0.0375427368098564,3.89680791047267,1.59490005719961,0.110931074671136,0.201868102239146,Up
LOC105374353,uncharacterized LOC105374353,-0.0557001113593676,-1.82676815113948,-1.0792540075753,0.280636346778102,0.425029300770589,Down
LOC100652999,uncharacterized LOC100652999,-0.04818205767488,1.02025041766955,-1.36734526416654,0.171708179822571,0.288163546379131,Down
LOC105378895,uncharacterized LOC105378895,-0.0639114018150738,-3.50566556721019,-0.973456767648091,0.330472730382419,0.481951638205117,Down
SLC4A10,solute carrier family 4 member 10,-0.106116248454196,2.5675256844201,-1.50663763569117,0.132099956798836,0.232649069635521,Down
ZC2HC1B,zinc finger C2HC-type containing 1B,-0.0681648411372055,-3.67942297988837,-0.990474307911714,0.322091338568514,0.47312797685122,Down
NECTIN1-AS1,NECTIN1 antisense RNA 1,0.066851136187015,-1.59140964929137,1.0960955583489,0.273201068314069,0.41649174439331,Up
LOC100506076,uncharacterized LOC100506076,-0.0470115522434038,-0.242588663930001,-1.2384166240952,0.215742358789639,0.346073700236315,Down
TRAJ31,T cell receptor alpha joining 31,-0.0802718392698185,-2.68376570290969,-0.996679573905115,0.319070004445896,0.469671046544359,Down
EPN3,epsin 3,-0.0984327806063245,3.0699101072988,-1.54406917336552,0.122768318374053,0.219106347352122,Down
SMCR2,"Smith-Magenis syndrome chromosome region, candidate 2",0.0596504342523156,-5.42080427372979,1.39130213951645,0.164326255954531,0.278110145898117,Up
MIR8077,microRNA 8077,-0.0496314491839928,-5.57052075937843,-1.41019901243406,0.158674302604557,0.270462721932256,Down
LOC107983971,,0.0490781900572784,-0.676079527311438,1.18922422420698,0.234526999383612,0.36968515323175,Up
IGHV1-45,immunoglobulin heavy variable 1-45,0.0780547956902563,-3.30490199713707,0.964128151408998,0.335126629633505,0.486935282968594,Up
FRMD6,FERM domain containing 6,-0.0627039211453317,4.04159462697789,-1.60405151825825,0.108899050600412,0.198795040168838,Down
PROK1,prokineticin 1,-0.0694053133854619,-5.33205707549653,-1.35597631862505,0.175297063428733,0.292900669166163,Down
LOC107986712,,-0.0648130060513986,-1.76107014235665,-1.08364834524046,0.278683182293733,0.422786707223966,Down
FRK,fyn related Src family tyrosine kinase,-0.0696699589435575,7.1825206820067,-1.74524683784997,0.0811329008237576,0.155823290549033,Down
GCDH,glutaryl-CoA dehydrogenase,-0.0317697520954258,3.99952237903947,-1.60090730741644,0.109593853483503,0.1998873303426,Down
TRN-GTT8-1,tRNA-Asn (anticodon GTT) 8-1,0.0463681445241248,-5.60023154698182,1.42112542298121,0.155474169430386,0.265928973350024,Up
LINC01013,long intergenic non-protein coding RNA 1013,-0.0755462759173185,-1.9667391898457,-1.06339279018275,0.287763506399426,0.433406358169515,Down
ZSWIM2,zinc finger SWIM-type containing 2,0.0599234701708294,-5.4739962109668,1.40027930321834,0.161622589738336,0.27459661259651,Up
MIR1-1HG,MIR1-1 host gene,-0.0750035088083254,-4.11104500235228,-1.06754326916624,0.285886809251644,0.431206580904495,Down
GJB4,gap junction protein beta 4,-0.122889382788843,-1.49605100455477,-1.11203792444558,0.266288052609591,0.408244757808567,Down
PRR7,"proline rich 7, synaptic",0.0486422861846383,2.27874269871037,1.47595442460531,0.140151889243586,0.244316486225228,Up
LOC107983990,uncharacterized LOC107983990,-0.0494138600905995,-1.54386441064982,-1.10377826724724,0.269854462194095,0.412491316445195,Down
LOC105369725,uncharacterized LOC105369725,0.0620260657632703,-2.62327497006031,0.994316057115575,0.320218600653981,0.471044815427046,Up
LOC107986029,,-0.105523483307361,-1.94176545496478,-1.06632742624914,0.28643571025912,0.431897247909855,Down
LINC01521,long intergenic non-protein coding RNA 1521,-0.0375098452457192,0.598651406909915,-1.32254369867247,0.186175211071456,0.307798425962534,Down
TLDC2,TBC/LysM-associated domain containing 2,-0.0424210791294074,4.55449717517185,-1.63048441597477,0.103194971740672,0.189940878196639,Down
DHX35,DEAH-box helicase 35,-0.0260077458349797,4.40283712540422,-1.62199276476693,0.105000909768442,0.192760306916041,Down
AKR1C3,aldo-keto reductase family 1 member C3,0.100159869360352,7.14631607127916,1.74014546328898,0.0820247655144185,0.157229440507046,Up
LOC107987013,putative uncharacterized protein DDB_G0287265,-0.0769352081403405,-5.147003462362,-1.31228906706099,0.189609883441754,0.312322893553755,Down
BLNK,B cell linker,0.0685949550994402,4.4416639284114,1.62087095109294,0.105241354734868,0.193084688474522,Up
ZZEF1,zinc finger ZZ-type and EF-hand domain containing 1,0.0472696886197444,8.07073390363768,1.77265839114973,0.0764745977704735,0.148221291681934,Up
KCNV1,potassium voltage-gated channel modifier subfamily V member 1,0.123609217081963,0.560519827554868,1.31010423970864,0.190347668118386,0.313367747296161,Up
LOC105379412,uncharacterized LOC105379412,-0.0550692972884148,-5.50621275320228,-1.3947253351191,0.163291292144634,0.276760765254212,Down
LOC105371894,uncharacterized LOC105371894,-0.0660484399605102,-3.06386773174208,-0.963426732188461,0.335478256585893,0.487356274905963,Down
MIR345,microRNA 345,0.0753036019164308,-4.71053917838257,1.21855559380982,0.223191635232955,0.355316318789231,Up
CSF2RA,colony stimulating factor 2 receptor subunit alpha,0.0709072866032232,2.68535733967496,1.50569869639286,0.132340915908136,0.23290676252788,Up
LOC105377626,uncharacterized LOC105377626,0.0630495412632259,-1.95955512062838,1.05461577796755,0.291759496879242,0.438034161326763,Up
LOC105371903,uncharacterized LOC105371903,0.067368194864429,1.42119749817981,1.39646901740022,0.162766004484016,0.276098487595856,Up
PKN2-AS1,PKN2 antisense RNA 1,0.0599849830975942,-2.75296221594666,0.980345540050377,0.327063034937744,0.478503160574742,Up
LOC107986539,uncharacterized LOC107986539,0.0443523785926415,-5.66849966227572,1.42823793915,0.153417553811064,0.262890882930695,Up
TRIM54,tripartite motif containing 54,0.0894939142070177,-1.82930868469775,1.06587972806574,0.286638006176045,0.432107891699386,Up
ITIH5,inter-alpha-trypsin inhibitor heavy chain 5,-0.0793649566578672,4.56911443897707,-1.62998247190113,0.103301029363544,0.190109428501538,Down
PAGE4,PAGE family member 4,0.038138750051073,-5.71054602732851,1.43355840189827,0.151892705577126,0.260894740682394,Up
MIR4441,microRNA 4441,0.0667795948717577,-3.56689552106791,0.977930376942122,0.328255841852478,0.479778564201032,Up
LOC105375026,uncharacterized LOC105375026,0.0765262194879987,-4.52507727711619,1.17315394309448,0.240907803632654,0.37774711993626,Up
RNF113A,ring finger protein 113A,0.0323439165331186,3.33915159539556,1.55449596149217,0.120262917887996,0.215425013863968,Up
LOC105376000,uncharacterized LOC105376000,-0.0613244168505058,-3.01523914098891,-0.96457436029647,0.334903065335011,0.486700243610681,Down
ZNF100,zinc finger protein 100,-0.043881199882877,3.77090750907712,-1.58383142333485,0.113428700839685,0.205577120697019,Down
NFATC1,nuclear factor of activated T cells 1,0.0854657506378307,1.68407899758862,1.41832636015085,0.156289250368436,0.267125858256252,Up
LOC105374584,uncharacterized LOC105374584,-0.0585649404164765,1.06526703848701,-1.36575515488162,0.172206799190031,0.28888952474892,Down
CNGB3,cyclic nucleotide gated channel subunit beta 3,-0.0742181471223934,-3.58686334558301,-0.970449320235625,0.331968504012164,0.483649380766751,Down
POU5F1,POU class 5 homeobox 1,-0.050888084352245,0.926612418088179,-1.35173612394902,0.176649830246912,0.294760730392508,Down
LOC105370654,uncharacterized LOC105370654,0.040975460046981,-5.67269218468692,1.42642549044542,0.153939654871329,0.26368226249406,Up
YEATS2-AS1,YEATS2 antisense RNA 1,-0.0321124230106659,0.212507376809233,-1.27762820687883,0.201564948486339,0.327927174796434,Down
LOC105370910,uncharacterized LOC105370910,-0.0308953286445564,2.0857959373427,-1.45774774208117,0.145105329234508,0.251238564943188,Down
LOC107984823,uncharacterized LOC107984823,0.0393968338593897,-5.70640188098051,1.43036270146595,0.152807203917207,0.262050279231912,Up
LOC102724950,uncharacterized LOC102724950,0.0502493170432181,-5.60391201205376,1.41673125609076,0.156755190146776,0.267736287291553,Up
SLC30A4,solute carrier family 30 member 4,-0.0644898490029472,5.66177194983275,-1.67887064758369,0.0933715206629321,0.175234593090111,Down
LOC107986359,,0.0746873626522161,-3.71370130046513,0.993878567126944,0.32043150370098,0.47132278258236,Up
LOC105378631,uncharacterized LOC105378631,0.0734391579494829,-4.11229925833071,1.07149379648867,0.284108229406589,0.429068755927787,Up
LOC105378929,uncharacterized LOC105378929,0.0767163644497187,-2.29447405740104,1.01575099906755,0.309900763074919,0.459316160907818,Up
LINC02122,long intergenic non-protein coding RNA 2122,-0.0806030204277666,-4.94016845728405,-1.25510727314998,0.209622170199266,0.338309803007063,Down
MIR3975,microRNA 3975,-0.0688267698965243,-3.55778635434956,-0.966208201550141,0.334085281991518,0.485834548277062,Down
ADGRF4,adhesion G protein-coupled receptor F4,-0.147145370358708,1.10105410378924,-1.37070897072072,0.17065696889659,0.28676604819153,Down
VENTX,VENT homeobox,0.0701305092965475,-2.08078483304998,1.03682881157499,0.299971515666206,0.447819168974542,Up
WDR37,WD repeat domain 37,-0.0159235463661609,4.8330538387937,-1.63862569431388,0.101486843154573,0.187401328833919,Down
SQSTM1,sequestosome 1,-0.0420426446789738,7.79592480160498,-1.76108539865294,0.0784139702028907,0.151353917446087,Down
IGLV5-52,immunoglobulin lambda variable 5-52,0.0381540673632119,0.0851609642196693,1.25967883336165,0.20796802129262,0.336067173079091,Up
LOC105375542,uncharacterized LOC105375542,0.056868728224884,-5.51132512616633,1.39928574329015,0.161920156787511,0.274995388987062,Up
LOC112268100,,0.0848733432441238,0.800799187422414,1.33007502601305,0.183682148010318,0.304559047501022,Up
OLMALINC,oligodendrocyte maturation-associated long intergenic non-coding RNA,-0.0523927077560201,0.0962092938223845,-1.26408208535107,0.20638374935185,0.334053503309969,Down
THRB-AS1,THRB antisense RNA 1,-0.0944569850528736,-0.72603238486486,-1.18023501271298,0.238081296892669,0.374030048932562,Down
LOC102723345,uncharacterized LOC102723345,-0.102815718417581,-4.11300697688654,-1.05123897107767,0.293306782505585,0.439870805451703,Down
NLRP2,NLR family pyrin domain containing 2,0.185156972701626,2.43003132636599,1.47613823312349,0.140102553359538,0.244241295483472,Up
MIR24-1,microRNA 24-1,0.0415247312021222,-2.6775452423816,0.979032186397135,0.327711327495412,0.479166774283674,Up
TPM1,tropomyosin 1,-0.0439424449020156,8.15747725545889,-1.77212317258105,0.0765634167366937,0.148356926205603,Down
KCNJ5-AS1,KCNJ5 antisense RNA 1,0.0512302539563828,-0.26215261991705,1.22104870464787,0.222246561661954,0.354066452446878,Up
TBP,TATA-box binding protein,0.0276495093186351,3.08779742952515,1.53262881289427,0.125564022088297,0.223083920667273,Up
ITGB1-DT,ITGB1 divergent transcript,-0.0311773811340265,0.494799999481983,-1.30343091878562,0.192614251848975,0.316318921499989,Down
LOC101929609,uncharacterized LOC101929609,0.0507762186751645,0.697289828387818,1.32015511922067,0.186971097374484,0.308841930120718,Up
TRS-GCT3-1,tRNA-Ser (anticodon GCT) 3-1,0.0622248831991177,-1.60329049755627,1.08261855250439,0.279140064790544,0.423313214309353,Up
LOC107986790,uncharacterized LOC107986790,0.0467540331769728,-5.60670603359666,1.41341356942749,0.157727682628839,0.269082155504232,Up
LOC105371344,uncharacterized LOC105371344,0.0556069074264002,-0.961679935802304,1.14797801852035,0.251148372061212,0.390476912985955,Up
MS4A12,membrane spanning 4-domains A12,-0.323469803925618,5.50595406642855,-1.6739584069938,0.0943332287826128,0.176694187829139,Down
LOC105376360,uncharacterized LOC105376360,0.0654234748873368,-5.36799421720123,1.36940576880274,0.171063665811546,0.287309430195974,Up
LOC105378976,uncharacterized LOC105378976,0.0765859364183787,-5.09455886798156,1.30923966179969,0.190640207226104,0.313709931576592,Up
CRB3,crumbs cell polarity complex component 3,-0.0655675211592796,5.1489443716138,-1.65261036383685,0.0986053836027235,0.183054375236362,Down
TRT-AGT6-1,tRNA-Thr (anticodon AGT) 6-1,0.0408176263874002,-5.6860409969139,1.42424741394687,0.154568867131761,0.264586028074687,Up
RBM41,RNA binding motif protein 41,-0.0259976049224479,4.7727297618528,-1.63357290763622,0.102544298622418,0.188937546327094,Down
EPPIN-WFDC6,EPPIN-WFDC6 readthrough,-0.0588710249651744,-5.45498709904027,-1.37719311386642,0.168644201346108,0.283987670930169,Down
LOC102723752,uncharacterized LOC102723752,0.0599429080755196,-1.2890390388005,1.11296038316337,0.265891772227677,0.407798529585711,Up
NDST1-AS1,NDST1 antisense RNA 1,0.0598851475207243,-1.7607464671231,1.0645836128951,0.287224210312742,0.432892157439889,Up
LOC105373898,uncharacterized LOC105373898,-0.0423598949022456,-5.68389453889393,-1.41837171000142,0.15627601878557,0.267114837682884,Down
FBXO28,F-box protein 28,-0.0313570053120483,6.12638582288289,-1.69423266791067,0.0904147016937414,0.170636948518633,Down
MSRB3-AS1,MSRB3 antisense RNA 1,-0.0610809677709338,-3.59461655302072,-0.963656695089129,0.335362948189548,0.48722710229205,Down
LOC102724378,uncharacterized LOC102724378,-0.0471255361014211,-1.19279776684067,-1.12630764557179,0.260203362114205,0.400992821674649,Down
MIR30A,microRNA 30a,-0.067602475590778,-5.2887308208708,-1.33770120865224,0.181182993126684,0.30084597863525,Down
LOC105377730,uncharacterized LOC105377730,-0.0568531907399093,-0.638165360773607,-1.18353813190183,0.236770858524369,0.372595688804074,Down
GMPR2,guanosine monophosphate reductase 2,0.0330852022773591,5.76001896100742,1.67655353964372,0.0938241735554461,0.175940989418415,Up
CHD2,chromodomain helicase DNA binding protein 2,-0.027538283399073,6.93003253183066,-1.72560219480475,0.0846110970362777,0.161432627042372,Down
GPM6A,glycoprotein M6A,-0.0871128114196238,-0.289216849330052,-1.22168665226677,0.222005193836932,0.35375648547299,Down
LINC02446,long intergenic non-protein coding RNA 2446,0.093686513619807,-0.471499337318971,1.19431010044427,0.232532808261031,0.367188476824124,Up
LOC105373003,,0.0473343064341958,-5.63215606312121,1.41447165160604,0.157417038087688,0.268668600916336,Up
LOC101927241,uncharacterized LOC101927241,-0.0594831366277207,-3.08987204021769,-0.948857172656169,0.3428358201463,0.495685659619619,Down
LOC107984573,uncharacterized LOC107984573,-0.0481086676460057,-0.622664691689654,-1.18440850215822,0.23642640982805,0.37217263585949,Down
TRM-CAT4-3,tRNA-Met (anticodon CAT) 4-3,0.040011090181875,-5.67708625638547,1.42062341955587,0.155620113560462,0.266143919021749,Up
ZNF394,zinc finger protein 394,-0.0194322310074131,4.95085790841414,-1.63985668779498,0.101230540046787,0.187033302593952,Down
LOC107985258,,-0.0542225156259264,-1.56257180008931,-1.08731545156223,0.277060354438065,0.420892303871653,Down
LOC105372066,uncharacterized LOC105372066,0.0685999853529082,-4.87941685524912,1.24888042074703,0.211890571675324,0.341257439988857,Up
DMC1,DNA meiotic recombinase 1,0.0456432793042213,0.135059222085574,1.25856529195556,0.208370063676258,0.336606343684773,Up
DEFA4,defensin alpha 4,0.0677811724023767,-5.38724194177799,1.37099782685689,0.170566922317903,0.286651435475448,Up
PLG,plasminogen,0.0674339422554844,-3.59553421683161,0.96937378574832,0.332504489518341,0.484233182161188,Up
BLTP2,bridge-like lipid transfer protein family member 2,-0.0203191794594874,7.89577847256963,-1.75977457380267,0.0786361388755047,0.151716233248169,Down
LOC100289473,cytoskeleton associated protein 2-like pseudogene,0.0703547647481176,-3.64044540015498,0.972741424229903,0.330828114781044,0.482344867909001,Up
MIR12125,microRNA 12125,0.0384491515110727,-5.69680954352347,1.42238341846054,0.155108897580132,0.265373363072573,Up
SNAPC2,small nuclear RNA activating complex polypeptide 2,0.0882168767239099,2.20829440103314,1.45695508983591,0.1453239944712,0.251539742683105,Up
LINC01474,long intergenic non-protein coding RNA 1474,-0.0745519339518332,-3.43984051207711,-0.94788500789096,0.343330406013353,0.4962731936119,Down
LOC112268016,collagen alpha-1(I) chain-like,0.128365053061014,-2.30364458938857,1.00376603496984,0.315642402010167,0.46580973021334,Up
LOC105379265,uncharacterized LOC105379265,0.0368967180641619,-5.72092677421454,1.42518314792517,0.154298309019626,0.264204653677021,Up
BRIX1,biogenesis of ribosomes BRX1,0.0373165383718376,4.02650856796372,1.58938236666365,0.112170649043928,0.203615686739522,Up
EPPIN,epididymal peptidase inhibitor,-0.063360109659417,-5.42572656203512,-1.36747758314003,0.171666736625553,0.288106274885678,Down
LOC101928255,uncharacterized LOC101928255,0.0785143657097305,-3.78169586710437,0.999947049122182,0.317486562979734,0.467899951489258,Up
LOC107983995,uncharacterized LOC107983995,0.0694578120589924,-5.20501370817309,1.32861137053179,0.184164707840749,0.305170369433511,Up
CNPY4,canopy FGF signaling regulator 4,-0.0288412857635324,2.69963778274327,-1.50109236923527,0.133527973037477,0.234649109017899,Down
PSG8-AS1,PSG8 antisense RNA 1,0.0499464793245459,-5.59905844062381,1.40873015851344,0.159108279605276,0.271049909913358,Up
GABARAPL3,GABA type A receptor associated protein like 3 (pseudogene),0.0796469369038849,-4.01649639814455,1.04389197863285,0.296692256060318,0.443816286249675,Up
LOC100131107,putative UPF0607 protein ENSP00000383783,-0.0498606409356972,-3.58192518824856,-0.959131771103746,0.337636537876849,0.489678685651521,Down
STRA6,signaling receptor and transporter of retinol STRA6,0.105733540984974,-2.71688502722721,0.966112638841309,0.334133078287699,0.485869108255382,Up
CBX1,chromobox 1,-0.0355009413929236,4.78874107934594,-1.63115251866407,0.103053940301264,0.189716768119248,Down
SNORC,secondary ossification center associated regulator of chondrocyte maturation,-0.063638057877775,3.86643343319535,-1.58217368727606,0.113806555497138,0.2061291135812,Down
DHX9-AS1,DHX9 antisense RNA 1,-0.0268258888200049,1.53392504023183,-1.400062398287,0.16168751657101,0.274659519089736,Down
FBRSL1,fibrosin like 1,0.0584063733895319,3.84015892476383,1.57715385471939,0.114956799703837,0.207753761021584,Up
SNORD130,"small nucleolar RNA, C/D box 130",0.0627488667129427,-5.38244773388353,1.36828827946017,0.171412984649369,0.287790802181108,Up
LOC105377613,uncharacterized LOC105377613,-0.0559856974403184,-5.59528447900951,-1.39866810712818,0.162105344761777,0.275262411287236,Down
SLC22A2,solute carrier family 22 member 2,0.0688038036730646,-5.35264561201414,1.36296611200607,0.173083992246017,0.290027459835702,Up
LOC105371083,uncharacterized LOC105371083,0.0732929686902256,-4.23757838968103,1.09102887463605,0.275423609649643,0.419032660412542,Up
BRMS1L,BRMS1 like transcriptional repressor,-0.0336491006189964,1.58701782605038,-1.40445534195491,0.160376401288351,0.27283250570855,Down
ATP1B1,ATPase Na+/K+ transporting subunit beta 1,0.0701603793488655,8.39204170757692,1.77358059335935,0.0763217565715966,0.147946905270673,Up
FAM181A,family with sequence similarity 181 member A,0.0767493519795293,-4.08525235399098,1.05643353118773,0.29092886211296,0.437137101219565,Up
TOR1AIP2,torsin 1A interacting protein 2,0.0747018347390944,7.71400951497472,1.75035814224806,0.0802472183119188,0.154385814640647,Up
LOC284798,uncharacterized LOC284798,0.0686804463769252,-5.23760401327513,1.33573054799439,0.181826358953941,0.301799718002377,Up
LOC102723512,uncharacterized LOC102723512,-0.059518475270275,0.116971425795477,-1.25843588351363,0.208416822943605,0.336668067780908,Down
LOC105378225,uncharacterized LOC105378225,-0.0445965438798035,-5.65724216279553,-1.40931991359812,0.158933926928117,0.270834911789567,Down
LINC01290,long intergenic non-protein coding RNA 1290,-0.0565280456252371,-1.77607723993163,-1.06205088204345,0.288372044422503,0.434173426420696,Down
PNMA5,PNMA family member 5,-0.081614555453749,-4.51472089584111,-1.13719484723522,0.255626246971523,0.395813570615442,Down
PAQR9,progestin and adipoQ receptor family member 9,0.0550259545607652,-5.5562198189941,1.39957921332536,0.161832220694786,0.274869754651162,Up
C20orf85,,0.0676802296251589,-5.30578855483666,1.35060131963991,0.17701318903095,0.295216913650262,Up
TRIM14,tripartite motif containing 14,0.0334781994357997,6.38935713452497,1.70005183725176,0.0893145359188388,0.16893309474206,Up
GDAP2,ganglioside induced differentiation associated protein 2,-0.029043965881215,5.79335351815824,-1.67590027026962,0.0939521092157375,0.176101401793136,Down
MIR3683,microRNA 3683,0.0817488632771147,-4.49154170677621,1.15279699775163,0.249165035118389,0.388113549698236,Up
TLR9,toll like receptor 9,0.0853116983691105,-0.140282101351751,1.2242741134345,0.221028153442948,0.352597132151353,Up
H4C14,H4 clustered histone 14,0.0746347243286283,6.15610244977881,1.68922352132145,0.0913704425101436,0.172110722554507,Up
LOC105379195,,-0.0484005505783589,-0.312019353902507,-1.21160381917347,0.225842064497645,0.358676188933871,Down
LINC01822,long intergenic non-protein coding RNA 1822,-0.0728908076838916,-5.16161945955411,-1.30298056108237,0.192767927325697,0.316478898698159,Down
TRBV19,T cell receptor beta variable 19,0.0877001662314024,-1.95759347340656,1.03630360868647,0.300216317373168,0.448065713258001,Up
MAGEA11,MAGE family member A11,-0.0727571844423074,-5.30810209776167,-1.33657303901294,0.181551101799643,0.301406365817638,Down
LINC02454,long intergenic non-protein coding RNA 2454,-0.0718324340921369,-5.13397044202729,-1.29098061372132,0.196895944079349,0.321802424217474,Down
LINC02724,long intergenic non-protein coding RNA 2724,0.0653266632351433,-3.08019000823988,0.940091728996334,0.347311688516621,0.500828378379803,Up
GTF2IP1,general transcription factor IIi pseudogene 1,0.0385591489312064,5.74858952525481,1.67201239850076,0.0947164053751693,0.177292547005092,Up
MIR11400,microRNA 11400,0.05701137214115,-5.41817997280154,1.37292449611957,0.169967223173707,0.285814373919025,Up
ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18,0.0732109550658814,-1.65552046817622,1.06631033060039,0.286443433288446,0.431897247909855,Up
MAST4,microtubule associated serine/threonine kinase family member 4,0.0451737955118323,4.97222349062406,1.63582206912935,0.102072511875301,0.188253265929829,Up
KLC2-AS2,KLC2 antisense RNA 2,0.0648188665306154,-3.85638072007892,1.0039469554063,0.315555211873958,0.465733424144419,Up
TMEM81,transmembrane protein 81,0.031458167336192,0.226359487054596,1.26320279336203,0.206699411985697,0.334456381604636,Up
PLEKHA8P1,pleckstrin homology domain containing A8 pseudogene 1,-0.0531769405622494,0.383455962783079,-1.28334473675968,0.199556221167158,0.32523699357111,Down
LINC02139,long intergenic non-protein coding RNA 2139,0.04882769563879,-3.42734361957197,0.943285917391773,0.345676359807985,0.498931576694375,Up
SNORD63,"small nucleolar RNA, C/D box 63",-0.0629044132958998,-3.28494963277934,-0.936314429778351,0.349251899426757,0.502747049492871,Down
ERVMER34-1,"endogenous retrovirus group MER34 member 1, envelope",-0.0621845312290791,-1.14259717315888,-1.12448185474144,0.260976471599716,0.401979719359663,Down
PRRX1,paired related homeobox 1,-0.134706340733736,1.19780936790795,-1.36809224493084,0.171474318650955,0.287844684793452,Down
LOC107984898,,-0.0852925572150374,-4.36076305304075,-1.0979149397882,0.272405985860306,0.415617564291514,Down
