"POSITION_X	",POSITION_Y,POSITION_T
1181.435,338.264,1168
1182.758,338.549,1169
1183.878,337.338,1170
1185.595,338.238,1171
1187.321,337.597,1172
1188.493,337.709,1173
1189.118,337.603,1174
1191.776,336.631,1175
1192.064,335.452,1176
1191.069,333.659,1177
1189.924,330.878,1178
1189.994,331.558,1179
1189.506,332.652,1180
1189.482,332.877,1181
1189.481,333.012,1182
1188.474,332.973,1183
1187.983,332.718,1184
1186.981,333.427,1185
1183.509,337.65,1186
1182.086,337.117,1187
1181.431,337.26,1188
1167.879,358.863,1189
1168.41,357.547,1190
1173.967,355.68,1191
1165.374,364.388,1192
1164.149,365.074,1193
1164.59,363.665,1194
1149.972,364.218,1195
1147.803,357.446,1196
1147.255,350.648,1197
1149.116,350.144,1198
1148.56,349.6,1199
1148.802,348.315,1200
1149.567,345.18,1201
1150.077,344.22,1202
1151.993,341.264,1203
1179.521,340.898,1204
1178.591,339.398,1205
1177.98,335.992,1206
1177.113,334.737,1207
1177.175,333.24,1208
1176.444,331.117,1209
1175.653,331.429,1210
1174.41,329.189,1211
1173.894,327.581,1212
1173.314,327.209,1213
1173.246,326.63,1214
1173.148,325.25,1215
1172.058,323.938,1216
1172.622,323.161,1217
1172.575,322.663,1218
1172.072,321.782,1219
1172.165,320.848,1220
1171.338,319.349,1221
1170.72,317.512,1222
1170.587,315.363,1223
1169.503,312.464,1224
1169.695,309.48,1225
1169.034,305.78,1226
1168.531,302.969,1227
1169.027,301.332,1228
1168.734,300.526,1229
1168.644,299.575,1230
1169.149,298.625,1231
1169.169,298.028,1232
1169.362,297.775,1233
1169.062,297.337,1234
1169.243,297.374,1235
1169.006,296.574,1236
1169.332,294.962,1237
1169.399,294.113,1238
1169.063,292.614,1239
1168.894,289.723,1240
1167.275,286.49,1241
1166.174,283.312,1242
1166.785,280.744,1243
1166.224,278.918,1244
1156.345,258.363,1252
1156.341,258.328,1253
1157.496,258.787,1254
1179.667,285.394,1261
1184.014,284.54,1262
1183.981,283.69,1263
1184.973,284.77,1264
1186.001,286.276,1265
1188.724,288.378,1266
1189.83,288.704,1267
1190.882,289.938,1268
1191.869,290.967,1269
